topic;level_1;qids;qstr;num_words;questions;result;filtered_result;correct_result;overlap;error_type
Atomic structure;46;G-META-12-20;MCQS;63;A unit dislocation splits into two partial dislocations. The correct combination of the Burgers vectors of the partial dislocations for a given unit dislocation having Burgers vector (a/2)[1 -1 0] is  (A) (a/6)[2 -1 1] and (a/6)[1 -2 -1] (B) (a/6)[1 -1 2] and (a/6)[-1 -2 1] (C) (a/6)[1 1 -2] and (a/6)[2 -1 -1] (D) (a/6)[2 1 1] and (a/6)[1 2 -1];"To solve this problem, we need to ensure that the sum of the Burgers vectors of the two partial dislocations equals the Burgers vector of the original unit dislocation.

Given the Burgers vector of the unit dislocation is (a/2)[1 -1 0], we can check each option to see which pair of Burgers vectors for the partial dislocations sum up to this vector.

Let's check option (A):
(a/6)[2 -1 1] + (a/6)[1 -2 -1] = (a/6)[3 -3 0] = (a/2)[1 -1 0]

This matches the given Burgers vector of the unit dislocation. Therefore, the correct answer is:

(A) (a/6)[2 -1 1] and (a/6)[1 -2 -1]

Answer:
- (A) (a/6)[2 -1 1] and (a/6)[1 -2 -1]";A;A;1;
Mechanical;22;G-META-12-21;MCQS;84;A polymer matrix composite is reinforced with long continuous ceramic fibres aligned in one direction. The Young’s moduli of the matrix and fibres are $E_m$ and $E_f$ respectively, and the volume fraction of the fibres is f. Assuming iso-stress condition, Young’s modulus of the composite $E_C$ in a direction perpendicular to the length of fibres, is given by the expression  (A) $E_C$ = (1-f)$E_m$ + f$E_f$ (B) $E_C$ = f$E_m$ + (1-f)$E_f$ (C) 1/$E_C$ = [(1-f)/$E_m$] + f/$E_f$ (D) 1/$E_C$ = [f/$E_m$] + (1-f)/$E_f$;"The iso-stress condition assumes that the stress in the matrix and fibers is the same. In this case, the composite is reinforced with long continuous ceramic fibers aligned in one direction, and we are looking for Young's modulus of the composite $E_C$ in a direction perpendicular to the length of fibers.

In this scenario, the load is applied perpendicular to the fibers, and the matrix and fibers will deform equally because they are bonded together. Therefore, the strain in the matrix and fibers will be the same.

The Young's modulus is defined as the ratio of stress to strain. Since the strain is the same for both the matrix and fibers, we can write the following equation for the composite's Young's modulus:

\[E_C = (1-f)E_m + fE_f\]

This equation states that the composite's Young's modulus is a weighted average of the Young's moduli of the matrix and fibers, with the weighting factors being the volume fractions of the matrix and fibers, respectively.

Therefore, the correct answer is (A) $E_C = (1-f)E_m + fE_f$.

Answer:

(A) $E_C = (1-f)E_m + fE_f$";A;C;0;
Material processing;32;G-META-12-22;MCQS;23;Which of the following is NOT a fusion welding process?  (A) Arc welding (B) Gas welding (C) Resistance welding (D) Friction stir welding;" The answer is (C) Resistance welding.

Resistance welding is not a fusion welding process. It is a solid-state welding process where the metal is joined by the heat generated due to the resistance offered to the flow of electric current. The heat generated is localized and does not melt the metal, unlike fusion welding processes.

Therefore, the correct answer is:

(C) Resistance welding

$\\text{(C) Resistance welding}$";C;D;0;
Material manufacturing;14;G-META-12-24;MCQS;36;The riser is designed such that the melt in the riser solidifies  (A) Before casting solidifies (B) At the same time as casting solidifies (C) After casting solidifies (D) Irrespective of the solidification of the casting;" The correct answer is (C) After casting solidifies.

A riser is a reservoir of molten metal that is used to compensate for the shrinkage that occurs as the casting cools and solidifies. The riser is designed to solidify after the casting, so that it can continue to feed molten metal into the casting as it shrinks. This helps to prevent the formation of voids or porosity in the casting, which can weaken it or cause it to fail.

Therefore, the riser should solidify after the casting, so that it can continue to supply molten metal to the casting as it cools and solidifies.

Answer: (C) After casting solidifies.";C;C;1;
Atomic structure;47;G-META-12-25;MCQS;19;Radiography technique of detecting defects is based on the principle of  (A) Diffraction (B) Reflection (C) Interference (D) Absorption; The correct answer is (D) Absorption. Radiography techniques, such as X-ray imaging, work by passing radiation through an object and detecting the amount of radiation that is absorbed. This allows for the identification of defects or abnormalities within the object.;D;D;1;
Transport phenomena;10;G-META-12-31;MATCH;64;Match the principles given in Group I with corresponding corrosion terminology in Group II:  Group I : [P. Electrode polarization, Q. Passivity, R. Selective leaching, S. Grain boundary precipitation]  Group II: [1. Dezincification, 2. Intergranular attack, 3. Over voltage, 4. Surface oxide film]    Options: (A) P-3, Q-4, R-1, S-2 (B) P-3, Q-4, R-2, S-1 (C) P-4, Q-2, R-1, S-3 (D) P-2, Q-1, R-4, S-3;"The correct answer is (A) P-3, Q-4, R-1, S-2.

Explanation:

P. Electrode polarization corresponds to 3. Over voltage. Over voltage is the difference between the electrode potential and the equilibrium potential. This difference is caused by electrode polarization.

Q. Passivity corresponds to 4. Surface oxide film. Passivity is the property of a metal to become ""passive"" or inactive due to the formation of a stable, tenacious, and protective oxide film on its surface.

R. Selective leaching corresponds to 1. Dezincification. Selective leaching, also known as dealloying, is the selective removal of one element from an alloy, leaving behind a weakened and porous structure. Dezincification is a specific type of selective leaching where zinc is selectively removed from brass alloys.

S. Grain boundary precipitation corresponds to 2. Intergranular attack. Grain boundary precipitation is the formation of precipitates at the grain boundaries of a metal. This can lead to intergranular attack, which is a form of corrosion that occurs along the grain boundaries of a metal.

Therefore, the correct answer is (A) P-3, Q-4, R-1, S-2.

Answer: (A) P-3, Q-4, R-1, S-2";A;A;1;
Electrical;15;G-META-12-32;MCQS;75;Identify the correct combination of the following statements: P. Hydrogen electrode is a standard used to measure redox potentials Q. Activation polarization refers to electrochemical processes controlled by reaction sequence at metal-solution interface R. Potential-pH diagrams can be used to predict corrosion rates of metals S. Cathodic protection can use sacrificial anodes such as magnesium  (A) P, Q and R (B) Q, R and S (C) P, Q and S (D) P, R and S;" The correct combination is (B) Q, R and S.

Explanation:

Q. Activation polarization refers to electrochemical processes controlled by reaction sequence at metal-solution interface - This statement is correct. Activation polarization is a type of polarization that occurs due to the slow kinetics of the electrochemical reactions at the electrode surface.

R. Potential-pH diagrams can be used to predict corrosion rates of metals - This statement is correct. Potential-pH diagrams, also known as Pourbaix diagrams, are used to predict the stability of a metal in a given environment, which can be used to predict corrosion rates.

S. Cathodic protection can use sacrificial anodes such as magnesium - This statement is correct. Cathodic protection is a technique used to prevent corrosion by making the metal to be protected the cathode of an electrochemical cell. This can be achieved by using a sacrificial anode, such as magnesium, which corrodes instead of the metal being protected.

P. Hydrogen electrode is a standard used to measure redox potentials - This statement is not correct. The hydrogen electrode is used as a reference electrode, not a standard to measure redox potentials. The standard hydrogen electrode (SHE) is used as a reference point for measuring the electrode potential of other electrodes.

Therefore, the correct combination is (B) Q, R and S.

Answer: (B) Q, R and S";B;C;0;
Thermodynamics;47;G-META-12-33;MCQS-NUM;42;Consider a reaction with activation energy of 8.314 kJ/mol that takes place at 300 K. If the reaction rate is to be tripled, the temperature of the reaction should be  (A) 174.5 K (B) 447.5 K (C) 600.5 K (D) 847.5 K;"To solve this problem, we can use the Arrhenius equation, which describes the temperature dependence of the reaction rate constant:

k = A * exp(-Ea / (RT))

where:
k = reaction rate constant
A = pre-exponential factor
Ea = activation energy
R = gas constant (8.314 J/(mol*K))
T = temperature (in Kelvin)

We are given that Ea = 8.314 kJ/mol = 8314 J/mol and T = 300 K. We want to find the new temperature T2 such that the reaction rate is tripled, i.e., k2 = 3k1.

First, let's find the ratio of the reaction rate constants:

k2 / k1 = (A * exp(-Ea / (RT2))) / (A * exp(-Ea / (RT1)))

Since A is a constant, it cancels out:

k2 / k1 = exp(-Ea / (RT2) + Ea / (RT1))

We know that k2 = 3k1, so:

3 = exp(-Ea / (RT2) + Ea / (RT1))

Taking the natural logarithm of both sides:

ln(3) = -Ea / (RT2) + Ea / (RT1)

Now, let's solve for T2:

T2 = Ea / (R * (ln(3) + Ea / (RT1)))

Plugging in the given values:

T2 = 8314 J/mol / (8.314 J/(mol*K) * (ln(3) + 8314 J/mol / (8.314 J/(mol*K) * 300 K)))

T2 ≈ 447.5 K

Therefore, the correct answer is (B) 447.5 K.

Answer:
[B] 447.5 K";B;B;1;
Material processing;4;G-META-12-34;MATCH;66;Match the processes in Group I with the objectives in Group II:  Group I : [P. Vacuum Arc Degassing (VAD), Q. LD, R. COREX, S. Blast Furnace]  Group II : [1. Primary iron making, 2. Secondary steel making, 3. Direct smelting, 4. Primary steel making]    Options: (A) P-3, Q-4, R-2, S-1 (B) P-4, Q-3, R-1, S-2 (C) P-3, Q-2, R-1, S-4 (D) P-2, Q-4, R-3, S-1;"The correct answer is (D) P-2, Q-4, R-3, S-1.

Explanation:

1. Vacuum Arc Degassing (VAD) is a secondary steelmaking process used to remove dissolved gases (hydrogen, nitrogen, and oxygen) from molten steel. Therefore, P matches with 2. Secondary steel making.

2. LD (Linz-Donawitz) process, also known as the basic oxygen steelmaking process, is a primary steelmaking process used to convert pig iron into steel. Therefore, Q matches with 4. Primary steel making.

3. COREX is a direct smelting process used to produce hot metal (pig iron) from iron ore and coal. Therefore, R matches with 3. Direct smelting.

4. The blast furnace is a primary ironmaking process used to produce pig iron from iron ore and coke. Therefore, S matches with 1. Primary iron making.

Answer:

(D) P-2, Q-4, R-3, S-1";D;D;1;
Thermodynamics;48;G-META-12-35;MCQS-NUM;47;The reduction of FeO with CO gas in co-current flow is given by the following equation: FeO + CO = Fe + $CO_2$ ∆G°= 8120 J at 1173K. The ratio of $p_(CO)/p_(CO_2)$ for this reaction at 1173 K is  (A) 0.0 (B) 0.25 (C) 0.44 (D) 2.3;"To find the ratio of \(p_{CO}/p_{CO_2}\) for the given reaction at 1173 K, we can use the equilibrium constant expression and the Gibbs free energy change (∆G°).

The equilibrium constant (K) for the reaction is given by:
\[K = \frac{p_{CO_2}}{p_{CO}}\]

The Gibbs free energy change (∆G°) is related to the equilibrium constant by the equation:
\[\Delta G° = -RT \ln K\]
where R is the gas constant (8.314 J/(mol·K)) and T is the temperature in Kelvin.

Given that ∆G° = 8120 J at 1173 K, we can rearrange the equation to solve for K:
\[\ln K = -\frac{\Delta G°}{RT}\]
\[K = e^{-\frac{\Delta G°}{RT}}\]

Substituting the given values:
\[K = e^{-\frac{8120 \text{ J}}{(8.314 \text{ J/(mol·K)})(1173 \text{ K})}}\]
\[K = e^{-0.859}\]
\[K \approx 0.425\]

However, we want the ratio \(p_{CO}/p_{CO_2}\), which is the reciprocal of K:
\[\frac{p_{CO}}{p_{CO_2}} = \frac{1}{K}\]
\[\frac{p_{CO}}{p_{CO_2}} \approx \frac{1}{0.425}\]
\[\frac{p_{CO}}{p_{CO_2}} \approx 2.35\]

Therefore, the correct answer is (D) 2.3, as it is the closest option to the calculated value.

Answer:
- (D) 2.3";D;D;1;
Material manufacturing;15;G-META-12-36;MCQS-NUM;84;The sulphide capacity ($C_S$) of liquid slag of composition 55 wt.% CaO, 20 wt.% SiO2, 15 wt.% Al2O3, and 10 wt.% MgO is given by the following equation: log $C_s$ = 3.44* [$X_(CaO)$ + 0.1*$X_(MgO)$ -0.8*$X_(Al_(2)O_(3)) - $X_(SiO_2)$] - (9894/T) + 2.05 where, X is mole fraction of the respective components. Atomic weights of Ca, Mg, Si, Al and O are 40, 24, 28, 27 and 16 respectively. The value of $C_S$ at 1900 K is  (A) 0.0009 (B) 0.009 (C) 0.09 (D) 0.9;"To solve for the sulphide capacity \(C_S\) at 1900 K, we first need to calculate the mole fractions of each component in the slag and then substitute these values into the given equation.

Given the composition of the slag:
- CaO: 55 wt.%
- SiO2: 20 wt.%
- Al2O3: 15 wt.%
- MgO: 10 wt.%

We need to convert these weight percentages to moles to find the mole fractions. To do this, we use the atomic weights of the elements:
- Ca: 40 g/mol
- Mg: 24 g/mol
- Si: 28 g/mol
- Al: 27 g/mol
- O: 16 g/mol

The molar masses of the compounds are:
- CaO: 40 + 16 = 56 g/mol
- SiO2: 28 + 2*16 = 60 g/mol
- Al2O3: 2*27 + 3*16 = 102 g/mol
- MgO: 24 + 16 = 40 g/mol

Now, let's calculate the moles of each component:
- Moles of CaO: (55 g/100 g) * (1 mol/56 g) = 0.982 mol
- Moles of SiO2: (20 g/100 g) * (1 mol/60 g) = 0.333 mol
- Moles of Al2O3: (15 g/100 g) * (1 mol/102 g) = 0.147 mol
- Moles of MgO: (10 g/100 g) * (1 mol/40 g) = 0.250 mol

The total moles in the slag are:
Total moles = 0.982 + 0.333 + 0.147 + 0.250 = 1.712 mol

Now, let's calculate the mole fractions:
- \(X_(CaO)\) = 0.982 / 1.712 = 0.573
- \(X_(SiO2)\) = 0.333 / 1.712 = 0.194
- \(X_(Al2O3)\) = 0.147 / 1.712 = 0.086
- \(X_(MgO)\) = 0.250 / 1.712 = 0.146

Substitute these mole fractions into the given equation:
log \(C_s\) = 3.44 * [0.573 + 0.1 * 0.146 - 0.8 * 0.086 - 0.194] - (9894/1900) + 2.05

Calculate the value inside the brackets:
[0.573 + 0.0146 - 0.0688 - 0.194] = 0.3248

Now, calculate the log \(C_s\):
log \(C_s\) = 3.44 * 0.3248 - (9894/1900) + 2.05

Calculate the value:
log \(C_s\) = 1.12 - 5.207 + 2.05
log \(C_s\) = -2.037

Now, find \(C_s\) by taking the antilog of -2.037:
\(C_s\) = 10^(-2.037) ≈ 0.009

Therefore, the value of \(C_S\) at 1900 K is approximately 0.009, which corresponds to option (B).

Answer: (B) 0.009";B;B;1;
Material manufacturing;69;G-META-12-38;MCQS;70;Identify the correct combination of the following statements: P. Bessemer converter can be used in copper smelting Q. The Mond process for nickel involves reaction of metal with H2 gas R. Roasted ZnS concentrates can be smelted in a blast furnace S. Magnesium metal can be produced by electrolysis of sea water  (A) P, R and S (B) P, Q and R (C) P and Q (D) Q and S;"The correct answer is (D) Q and S.

Explanation:

P. Bessemer converter is used in steelmaking, not copper smelting. So, P is incorrect.

Q. The Mond process for nickel involves reaction of metal with carbon monoxide (CO) gas, not hydrogen (H2) gas. However, the statement is still incorrect because the Mond process is not used for nickel production, but for nickel purification. The correct process for nickel production is the Sherritt-Gordon process, which involves the reaction of metal with hydrogen gas. But since the question asks for the correct combination of statements, and Q is the only statement that mentions the Mond process, we can consider it as correct in this context.

R. Roasted ZnS concentrates cannot be smelted in a blast furnace because zinc has a lower boiling point than iron, and the high temperatures in a blast furnace would cause the zinc to vaporize. So, R is incorrect.

S. Magnesium metal can be produced by electrolysis of sea water, which contains magnesium chloride. So, S is correct.

Therefore, the correct combination of statements is (D) Q and S.";D;A;0;
Phase transition;18;G-META-12-39;MATCH;56;Match the phases of steel in Group I with the crystal structures in Group II:  Group I: [P. Martensite, Q. Cementite, R. Austenite, S. Ferrite]  Group II: [1. bcc, 2. fcc, 3. bct, 4. Orthorhombic]    Options: (A) P-3, Q-4, R-1, S-2 (B) P-2, Q-3, R-1, S-4 (C) P-3, Q-4, R-2, S-1 (D) P-4, Q-3, R-2, S-1;"The correct answer is (C) P-3, Q-4, R-2, S-1.

Here's why:

- Martensite (P) has a body-centered tetragonal (bct) crystal structure (3).
- Cementite (Q) has an orthorhombic crystal structure (4).
- Austenite (R) has a face-centered cubic (fcc) crystal structure (2).
- Ferrite (S) has a body-centered cubic (bcc) crystal structure (1).

So, the correct match is:

- P (Martensite) - 3 (bct)
- Q (Cementite) - 4 (Orthorhombic)
- R (Austenite) - 2 (fcc)
- S (Ferrite) - 1 (bcc)

Answer: (C) P-3, Q-4, R-2, S-1";C;C;1;
Material manufacturing;16;G-META-12-40;MCQS;32;Arrange the following in terms of increasing severity of quench: P. Oil quenching, Q. Water quenching, R. Water quenching with agitation, S. Brine quenching  (A) P<Q<R<S (B) Q<R<P<S (C) P<Q<S<R (D) Q<P<R<S;"The severity of quenching is determined by the cooling rate, which is influenced by the quenching medium and agitation. A more severe quench results in a faster cooling rate. The cooling rates of the given quenching methods, from slowest to fastest, are as follows:

1. Oil quenching (P) - slow cooling rate
2. Water quenching (Q) - faster than oil, but slower than water with agitation or brine
3. Water quenching with agitation (R) - faster than water quenching due to increased heat transfer from agitation
4. Brine quenching (S) - fastest cooling rate due to the high thermal conductivity of the brine solution

Therefore, the correct answer is (D) Q<P<R<S.

[D]";D;A;0;
Material processing;5;G-META-12-41;MCQS;55;Regarding recrystallization, which one of the following statements is NOT correct?  (A) Higher the amount of cold work, lower is the recrystallization temperature (B) Higher the recovery, higher is the recrystallization temperature (C) Higher the temperature of cold work, higher is the recrystallization temperature (D) Finer the initial grain size, higher is the recrystallization temperature;" The statement that is NOT correct regarding recrystallization is:

(C) Higher the temperature of cold work, higher is the recrystallization temperature

This statement is incorrect because the temperature of cold work does not affect the recrystallization temperature. Cold work is typically done at room temperature, and the recrystallization temperature is determined by the material's properties and the amount of cold work, not the temperature at which the cold work was performed.

Therefore, the correct answer is: (C)";C;D;0;
Mechanical;23;G-META-12-43;MATCH;66;Match the phenomena listed in Group I with the possible mechanisms in Group II:  Group I: [P. Fatigue, Q. Creep, R. Strain hardening, S. Yield point phenomenon]  Group II: [1. Grain boundary sliding, 2. Slip band extrusion and intrusion, 3. Cottrell atmosphere, 4. Dislocation interaction]    Options: (A) P-2, Q-3, R-4, S-1 (B) P-2, Q-4, R-3, S-1 (C) P-2, Q-1, R-4, S-3 (D) P-1, Q-2, R-4, S-3;"The correct answer is (B) P-2, Q-4, R-3, S-1.

Explanation:

1. Fatigue (P) is caused by the initiation and propagation of cracks due to cyclic loading. This phenomenon is often associated with slip band extrusion and intrusion (2).

2. Creep (Q) is the tendency of a solid material to slowly deform under the influence of stress. This can be caused by several mechanisms, but one of the most common is dislocation interaction (4).

3. Strain hardening (R) is the strengthening of a material due to plastic deformation. This is often caused by the interaction of dislocations with each other and with other defects in the material, leading to the formation of a Cottrell atmosphere (3).

4. Yield point phenomenon (S) is the sudden increase in strain that occurs when a material is subjected to a stress that is greater than its yield strength. This can be caused by grain boundary sliding (1).";B;C;0;
Mechanical;24;G-META-12-44;MCQS-NUM;42;Fracture stress for a brittle material having a crack length of 1 µm is 200 MPa. Fracture stress for the same material having a crack length of 4 µm is  (A) 200 MPa (B) 150 MPa (C) 100 MPa (D) 50 MPa;"The stress intensity factor, K, for a crack in a material is given by the equation:

K = σ√(πa)

where σ is the applied stress and a is the crack length. For a given material, the critical stress intensity factor, Kc, is a constant. This means that the product of the applied stress and the square root of the crack length is constant.

Given that the fracture stress for a crack length of 1 µm is 200 MPa, we can write:

Kc = 200 MPa * √(π * 1 µm)

Now, we want to find the fracture stress for a crack length of 4 µm. Let's call this stress σ2. We can write:

Kc = σ2 * √(π * 4 µm)

Since Kc is constant, we can set the two equations equal to each other:

200 MPa * √(π * 1 µm) = σ2 * √(π * 4 µm)

Solving for σ2, we get:

σ2 = 200 MPa * √(1 µm / 4 µm) = 200 MPa * 1/2 = 100 MPa

Therefore, the correct answer is (C) 100 MPa.

Answer:

(C) 100 MPa";C;C;1;
Mechanical;25;G-META-12-45;MCQS-NUM;54;The flow stress (σ) of an alloy varies with strain rate (ε) as σ = 100* $(ε)^(0.1)$ MPa. When the alloy is hot extruded from 10 cm diameter to 5 cm diameter at a speed of 2 cm/s, the flow stress is  (A) 1000 MPa (B) 105 MPa (C) 150 MPa (D) 1050 MPa;"To solve this problem, we first need to find the strain rate (ε) during the hot extrusion process. The strain rate is defined as the rate of change of strain, which in this case is the change in diameter divided by the original diameter per unit time.

Given that the alloy is extruded from a diameter of 10 cm to 5 cm, the change in diameter is 5 cm. The original diameter is 10 cm. The extrusion speed is 2 cm/s.

So, the strain rate (ε) can be calculated as follows:

ε = (Change in diameter / Original diameter) / Time
ε = (5 cm / 10 cm) / 1 s
ε = 0.5 / 1 s
ε = 0.5 s^-1

Now that we have the strain rate, we can use the given equation to find the flow stress (σ):

σ = 100 * (ε)^0.1 MPa
σ = 100 * (0.5)^0.1 MPa

Now we calculate (0.5)^0.1:

(0.5)^0.1 ≈ 0.933

So, the flow stress (σ) is:

σ = 100 * 0.933 MPa
σ ≈ 93.3 MPa

However, this value is not listed in the given options. It seems there might be a mistake in the problem statement or the options provided. The closest option to our calculated value is (C) 150 MPa, but it's not a correct answer based on our calculation. Please double-check the problem statement and the options provided.

If we were to choose from the given options without recalculating, the closest option to our calculated value would be (C) 150 MPa, but this is not the correct answer based on our calculation.

Answer: The correct answer cannot be determined based on the given options and the calculated value. Please double-check the problem statement and the options provided.";C;B;0;
Material processing;6;G-META-12-46;MCQS;97;Determine the correctness or otherwise of the following Assertion (a) and Reason (r). Assertion : During rolling, front tension and (or) back tension are (is) employed to decrease rolling load. Reason : Roll pressure decreases due to lowering of flow stress as a result of front tension/back tension.  (A) a is false but r is true (B) a is true and r is also true, but r is not the reason for a (C) a is true and r is also true, and r is the reason for a (D) a is true but r is false;" (C) a is true and r is also true, and r is the reason for a

Explanation:

Assertion: During rolling, front tension and/or back tension are employed to decrease rolling load.

This statement is true. In the rolling process, front tension and back tension refer to the pulling force applied to the material before and after it enters the rollers, respectively. These tensions help to reduce the rolling load by elongating the material and reducing its thickness, which in turn reduces the force required to roll the material.

Reason: Roll pressure decreases due to lowering of flow stress as a result of front tension/back tension.

This statement is also true. The flow stress of a material is the stress required to deform it plastically. When front tension and back tension are applied, they cause the material to elongate and reduce its thickness, which lowers the flow stress. As a result, the roll pressure required to deform the material decreases.

Therefore, the reason is a direct explanation for the assertion, making option (C) the correct answer.";C;C;1;
