topic;level_1;qids;qstr;num_words;questions;result;filtered_result;correct_result;overlap;error_type
Mechanical;22;G-META-12-21;MCQS;84;A polymer matrix composite is reinforced with long continuous ceramic fibres aligned in one direction. The Young’s moduli of the matrix and fibres are $E_m$ and $E_f$ respectively, and the volume fraction of the fibres is f. Assuming iso-stress condition, Young’s modulus of the composite $E_C$ in a direction perpendicular to the length of fibres, is given by the expression  (A) $E_C$ = (1-f)$E_m$ + f$E_f$ (B) $E_C$ = f$E_m$ + (1-f)$E_f$ (C) 1/$E_C$ = [(1-f)/$E_m$] + f/$E_f$ (D) 1/$E_C$ = [f/$E_m$] + (1-f)/$E_f$;"To solve this problem, we can use the rule of mixtures, which is a common method for estimating the mechanical properties of composite materials. The rule of mixtures states that the composite's property (in this case, Young's modulus) is a weighted average of the properties of the individual components, where the weights are the volume fractions of the components.

In this case, we are given that the fibers are aligned in one direction, which means that the composite's Young's modulus in a direction perpendicular to the length of the fibers (i.e., the transverse modulus) is the relevant property.

The iso-stress condition means that the fibers and matrix are subjected to the same stress, which is perpendicular to the fibers. This allows us to use the rule of mixtures to estimate the composite's transverse modulus.

The expression for the composite's transverse modulus is:

1/E_C = (1-f)/E_m + f/E_f

This is option (C).

Therefore, the correct answer is:

[C] 1/E_C = [(1-f)/E_m] + f/E_f";;C;1;
Material processing;32;G-META-12-22;MCQS;23;Which of the following is NOT a fusion welding process?  (A) Arc welding (B) Gas welding (C) Resistance welding (D) Friction stir welding;"Based on the context, I can answer the question.

Fusion welding processes involve melting the base metal to join two parts together. The options are:

* Arc welding (A): This process uses an electric arc to melt the metal and join two parts together.
* Gas welding (B): This process uses a flame to melt the metal and join two parts together.
* Resistance welding (C): This process uses electrical resistance to generate heat and melt the metal, joining two parts together.

Friction stir welding (D) is a solid-state welding process, meaning it doesn't involve melting the metal. Instead, it uses friction and pressure to join two parts together.

Therefore, the correct answer is:

* (D) Friction stir welding";;D;1;
Material manufacturing;14;G-META-12-24;MCQS;36;The riser is designed such that the melt in the riser solidifies  (A) Before casting solidifies (B) At the same time as casting solidifies (C) After casting solidifies (D) Irrespective of the solidification of the casting;"Based on the context, I'm assuming that the question is related to the process of casting metals. The riser is a part of the casting process that allows for the removal of impurities and gases from the molten metal.

The correct answer is:

(C) After casting solidifies

The riser is designed to allow the melt to solidify after the casting has solidified. This is because the riser is typically located at the top of the casting and is designed to allow any remaining impurities or gases to escape as the metal solidifies. If the riser were to solidify before the casting, it would not be able to effectively remove impurities and gases from the metal.

Here is the correct answer:

* (C) After casting solidifies";;C;1;
Atomic structure;47;G-META-12-25;MCQS;19;Radiography technique of detecting defects is based on the principle of  (A) Diffraction (B) Reflection (C) Interference (D) Absorption;"Based on the context provided, I'll answer the question.

The correct answer is:

(D) Absorption

Radiography is a medical imaging technique that uses X-rays to produce images of the internal structures of the body. The principle behind radiography is based on the absorption of X-rays by different materials. X-rays are absorbed by denser materials, such as bone, and pass through less dense materials, such as soft tissues. The absorbed X-rays are detected by a digital detector or film, creating an image of the internal structures.

Here is the correct answer:

* (D) Absorption";;D;1;
Transport phenomena;10;G-META-12-31;MATCH;64;Match the principles given in Group I with corresponding corrosion terminology in Group II:  Group I : [P. Electrode polarization, Q. Passivity, R. Selective leaching, S. Grain boundary precipitation]  Group II: [1. Dezincification, 2. Intergranular attack, 3. Over voltage, 4. Surface oxide film]    Options: (A) P-3, Q-4, R-1, S-2 (B) P-3, Q-4, R-2, S-1 (C) P-4, Q-2, R-1, S-3 (D) P-2, Q-1, R-4, S-3;"Based on the context, I'll analyze the principles and corrosion terminology to match them correctly.

Group I:

1. P. Electrode polarization
2. Q. Passivity
3. R. Selective leaching
4. S. Grain boundary precipitation

Group II:

1. Dezincification
2. Intergranular attack
3. Over voltage
4. Surface oxide film

After analyzing the principles and corrosion terminology, I've matched them as follows:

1. P. Electrode polarization - 3. Over voltage (Electrode polarization refers to the alteration of the electrode potential, which can lead to overvoltage, a condition where the potential difference between the anode and cathode is greater than expected.)
2. Q. Passivity - 4. Surface oxide film (Passivity refers to the formation of a protective surface oxide film that prevents further corrosion.)
3. R. Selective leaching - 1. Dezincification (Selective leaching refers to the preferential removal of certain elements, such as zinc, leading to dezincification.)
4. S. Grain boundary precipitation - 2. Intergranular attack (Grain boundary precipitation refers to the accumulation of impurities or corrosion products at grain boundaries, which can lead to intergranular attack.)

The correct answer is:

(B) P-3, Q-4, R-2, S-1";;A;0;
Electrical;15;G-META-12-32;MCQS;75;Identify the correct combination of the following statements: P. Hydrogen electrode is a standard used to measure redox potentials Q. Activation polarization refers to electrochemical processes controlled by reaction sequence at metal-solution interface R. Potential-pH diagrams can be used to predict corrosion rates of metals S. Cathodic protection can use sacrificial anodes such as magnesium  (A) P, Q and R (B) Q, R and S (C) P, Q and S (D) P, R and S;"Based on the given context, I will analyze each statement and identify the correct combination.

P. Hydrogen electrode is a standard used to measure redox potentials: This statement is true. The hydrogen electrode is a standard electrode used to measure redox potentials.

Q. Activation polarization refers to electrochemical processes controlled by reaction sequence at metal-solution interface: This statement is true. Activation polarization refers to the slowing down of an electrochemical reaction due to the need for the reactants to overcome an energy barrier.

R. Potential-pH diagrams can be used to predict corrosion rates of metals: This statement is true. Potential-pH diagrams, also known as Pourbaix diagrams, can be used to predict the corrosion behavior of metals in different environments.

S. Cathodic protection can use sacrificial anodes such as magnesium: This statement is true. Cathodic protection is a method of protecting metals from corrosion by making them the cathode of an electrochemical cell, and sacrificial anodes like magnesium can be used to provide the necessary electrons.

After analyzing each statement, I conclude that the correct combination is:

(D) P, R and S

This combination includes the statements about the hydrogen electrode, potential-pH diagrams, and cathodic protection using sacrificial anodes, which are all true.";;C;0;
Thermodynamics;47;G-META-12-33;MCQS-NUM;42;Consider a reaction with activation energy of 8.314 kJ/mol that takes place at 300 K. If the reaction rate is to be tripled, the temperature of the reaction should be  (A) 174.5 K (B) 447.5 K (C) 600.5 K (D) 847.5 K;"To solve this problem, we can use the Arrhenius equation, which relates the rate constant (k) of a reaction to the activation energy (Ea), frequency factor (A), and temperature (T):

k = A \* exp(-Ea / (RT))

where R is the gas constant (8.314 J/mol·K).

We are given that the reaction rate is to be tripled, so we can set up the following equation:

3k = k

Substituting the Arrhenius equation into this equation, we get:

3A \* exp(-Ea / (RT)) = A \* exp(-Ea / (RT))

Dividing both sides by A \* exp(-Ea / (RT)) gives:

3 = exp(-Ea / (RT))

Taking the natural logarithm of both sides:

ln(3) = -Ea / (RT)

Now, we can rearrange the equation to solve for T:

T = Ea / (R \* ln(3))

Plugging in the given values:

T = 8.314 kJ/mol / (8.314 J/mol·K \* ln(3))

T ≈ 447.5 K

Therefore, the correct answer is (B) 447.5 K.";;B;1;
Material processing;4;G-META-12-34;MATCH;66;Match the processes in Group I with the objectives in Group II:  Group I : [P. Vacuum Arc Degassing (VAD), Q. LD, R. COREX, S. Blast Furnace]  Group II : [1. Primary iron making, 2. Secondary steel making, 3. Direct smelting, 4. Primary steel making]    Options: (A) P-3, Q-4, R-2, S-1 (B) P-4, Q-3, R-1, S-2 (C) P-3, Q-2, R-1, S-4 (D) P-2, Q-4, R-3, S-1;"Based on the context, I'll analyze each process and match it with the corresponding objective.

1. Vacuum Arc Degassing (VAD) - This process is used to remove impurities from molten steel, which is a part of secondary steel making. Therefore, it matches with objective 2. Secondary steel making.
2. LD (Linz-Donawitz) - This process is a type of basic oxygen furnace used for primary steel making. Therefore, it matches with objective 4. Primary steel making.
3. COREX - This is a direct smelting process used to produce hot metal directly from iron ore. Therefore, it matches with objective 3. Direct smelting.
4. Blast Furnace - This is a process used for primary iron making, where iron ore is reduced to produce pig iron. Therefore, it matches with objective 1. Primary iron making.

Here is the correct answer:

* P-2, Q-4, R-3, S-1

Option (D) is the correct answer.";;D;1;
Thermodynamics;48;G-META-12-35;MCQS-NUM;47;The reduction of FeO with CO gas in co-current flow is given by the following equation: FeO + CO = Fe + $CO_2$ ∆G°= 8120 J at 1173K. The ratio of $p_(CO)/p_(CO_2)$ for this reaction at 1173 K is  (A) 0.0 (B) 0.25 (C) 0.44 (D) 2.3;"To solve this problem, we can use the equilibrium constant expression for the reaction:

K = (pCO2 / pCO)^(ΔG° / RT)

where K is the equilibrium constant, pCO2 and pCO are the partial pressures of CO2 and CO, respectively, ΔG° is the standard free energy change, R is the gas constant, and T is the temperature in Kelvin.

Given the values:

ΔG° = 8120 J
T = 1173 K

We can rearrange the equation to solve for pCO2 / pCO:

(pCO2 / pCO) = exp(-ΔG° / RT)

Substituting the values:

(pCO2 / pCO) = exp(-8120 J / (8.314 J/mol·K × 1173 K)) ≈ 0.44

So, the correct answer is:

(C) 0.44";;D;0;
Material manufacturing;15;G-META-12-36;MCQS-NUM;84;The sulphide capacity ($C_S$) of liquid slag of composition 55 wt.% CaO, 20 wt.% SiO2, 15 wt.% Al2O3, and 10 wt.% MgO is given by the following equation: log $C_s$ = 3.44* [$X_(CaO)$ + 0.1*$X_(MgO)$ -0.8*$X_(Al_(2)O_(3)) - $X_(SiO_2)$] - (9894/T) + 2.05 where, X is mole fraction of the respective components. Atomic weights of Ca, Mg, Si, Al and O are 40, 24, 28, 27 and 16 respectively. The value of $C_S$ at 1900 K is  (A) 0.0009 (B) 0.009 (C) 0.09 (D) 0.9;"To solve this problem, we need to calculate the mole fraction of each component in the slag and then plug those values into the given equation.

First, we need to calculate the total number of moles of the slag:

Total moles = (55/56) + (20/60) + (15/54) + (10/40)
= 0.9829 + 0.3333 + 0.2778 + 0.25
= 1.834

Now, we can calculate the mole fraction of each component:

X(CaO) = (55/56) / 1.834 = 0.3011
X(MgO) = (10/40) / 1.834 = 0.0545
X(Al2O3) = (15/54) / 1.834 = 0.0821
X(SiO2) = (20/60) / 1.834 = 0.1099

Now, we can plug these values into the given equation:

log Cs = 3.44 * (0.3011 + 0.0545 - 0.0821 - 0.1099) - (9894/1900) + 2.05
= 3.44 * (0.2156) - 5.247 + 2.05
= 0.9312 - 5.247 + 2.05
= -4.3158

Cs = 10^(-4.3158)
= 0.009

Therefore, the correct answer is (B) 0.009.";;B;1;
Material manufacturing;69;G-META-12-38;MCQS;70;Identify the correct combination of the following statements: P. Bessemer converter can be used in copper smelting Q. The Mond process for nickel involves reaction of metal with H2 gas R. Roasted ZnS concentrates can be smelted in a blast furnace S. Magnesium metal can be produced by electrolysis of sea water  (A) P, R and S (B) P, Q and R (C) P and Q (D) Q and S;"Based on the context, I'll analyze each statement:

P. Bessemer converter can be used in copper smelting: The Bessemer converter is a process used for steel production, not copper smelting. So, this statement is incorrect.

Q. The Mond process for nickel involves reaction of metal with H2 gas: The Mond process is a method for purifying nickel, and it involves the reaction of nickel with carbon monoxide, not hydrogen gas.

R. Roasted ZnS concentrates can be smelted in a blast furnace: Zinc sulfide (ZnS) is roasted to produce zinc oxide, which can then be smelted in a blast furnace to produce pure zinc.

S. Magnesium metal can be produced by electrolysis of sea water: Magnesium is not typically produced by electrolysis of sea water. Instead, it's usually produced through electrolysis of magnesium chloride (MgCl2) or by reducing magnesium oxide with carbon.

Now, let's identify the correct combination of statements:

* R is correct, as roasted ZnS concentrates can be smelted in a blast furnace.
* The other statements are incorrect.

The correct answer is:

(A) P, R and S

Note that this answer is incorrect, as P is incorrect. The correct answer should be:

(D) R";;A;0;
Phase transition;18;G-META-12-39;MATCH;56;Match the phases of steel in Group I with the crystal structures in Group II:  Group I: [P. Martensite, Q. Cementite, R. Austenite, S. Ferrite]  Group II: [1. bcc, 2. fcc, 3. bct, 4. Orthorhombic]    Options: (A) P-3, Q-4, R-1, S-2 (B) P-2, Q-3, R-1, S-4 (C) P-3, Q-4, R-2, S-1 (D) P-4, Q-3, R-2, S-1;"Based on the context, we can match the phases of steel with their corresponding crystal structures as follows:

* Martensite (P) is a body-centered tetragonal (bct) structure, which corresponds to Group II option 3.
* Cementite (Q) has an orthorhombic crystal structure, which corresponds to Group II option 4.
* Austenite (R) is a face-centered cubic (fcc) structure, which corresponds to Group II option 2.
* Ferrite (S) is a body-centered cubic (bcc) structure, which corresponds to Group II option 1.

Therefore, the correct answer is:

* P-3, Q-4, R-2, S-1

So, the correct answer is option (C).";;C;1;
Material manufacturing;16;G-META-12-40;MCQS;32;Arrange the following in terms of increasing severity of quench: P. Oil quenching, Q. Water quenching, R. Water quenching with agitation, S. Brine quenching  (A) P<Q<R<S (B) Q<R<P<S (C) P<Q<S<R (D) Q<P<R<S;"Based on the context, quenching severity refers to the rate at which a hot metal part cools down. In general, the severity of quenching increases as the cooling rate increases.

Here's the ranking from least severe to most severe:

1. P. Oil quenching: Oil has a relatively low thermal conductivity and specific heat capacity, which means it cools the metal at a slower rate.
2. Q. Water quenching: Water has a higher thermal conductivity and specific heat capacity than oil, which results in a faster cooling rate.
3. S. Brine quenching: Brine (a solution of water and salt) has an even higher thermal conductivity and specific heat capacity than water, resulting in an even faster cooling rate.
4. R. Water quenching with agitation: Agitating the water while quenching increases the convective heat transfer, which further increases the cooling rate.

Therefore, the correct answer is:

(D) Q<P<R<S";;A;0;
Material processing;5;G-META-12-41;MCQS;55;Regarding recrystallization, which one of the following statements is NOT correct?  (A) Higher the amount of cold work, lower is the recrystallization temperature (B) Higher the recovery, higher is the recrystallization temperature (C) Higher the temperature of cold work, higher is the recrystallization temperature (D) Finer the initial grain size, higher is the recrystallization temperature;"Based on the context, I'll analyze the options:

(A) Higher the amount of cold work, lower is the recrystallization temperature: This is correct. Cold work introduces defects and dislocations in the material, which reduces the energy required for recrystallization, resulting in a lower recrystallization temperature.

(B) Higher the recovery, higher is the recrystallization temperature: This is correct. Recovery is the process of removing defects and dislocations from the material, which increases the energy required for recrystallization, resulting in a higher recrystallization temperature.

(C) Higher the temperature of cold work, higher is the recrystallization temperature: This is correct. Higher temperatures during cold work can lead to more extensive recovery, resulting in a higher recrystallization temperature.

(D) Finer the initial grain size, higher is the recrystallization temperature: This is correct. Finer initial grain sizes require more energy to recrystallize, resulting in a higher recrystallization temperature.

After analyzing the options, I found that none of the statements are incorrect. Therefore, the correct answer is:

* None of the above (A, B, C, and D are all correct)

So, the correct answer is:

[None]";;D;0;
Mechanical;23;G-META-12-43;MATCH;66;Match the phenomena listed in Group I with the possible mechanisms in Group II:  Group I: [P. Fatigue, Q. Creep, R. Strain hardening, S. Yield point phenomenon]  Group II: [1. Grain boundary sliding, 2. Slip band extrusion and intrusion, 3. Cottrell atmosphere, 4. Dislocation interaction]    Options: (A) P-2, Q-3, R-4, S-1 (B) P-2, Q-4, R-3, S-1 (C) P-2, Q-1, R-4, S-3 (D) P-1, Q-2, R-4, S-3;"Based on the context, I'll analyze each phenomenon and match it with the possible mechanisms.

1. Fatigue (P): Fatigue is a phenomenon where a material becomes weak and fails due to repeated loading and unloading. This is often attributed to the accumulation of micro-cracks and damage at the grain boundaries. Therefore, the matching mechanism is:
   P - 2. Slip band extrusion and intrusion

2. Creep (Q): Creep is a phenomenon where a material deforms slowly over time under constant stress. This is often attributed to the movement of dislocations and the formation of new dislocations. Therefore, the matching mechanism is:
   Q - 4. Dislocation interaction

3. Strain hardening (R): Strain hardening is a phenomenon where a material becomes stronger and more resistant to deformation as it is deformed. This is often attributed to the formation of new dislocations and the interaction between dislocations. Therefore, the matching mechanism is:
   R - 4. Dislocation interaction

4. Yield point phenomenon (S): Yield point phenomenon is a phenomenon where a material exhibits a sudden drop in stress as it yields. This is often attributed to the formation of new dislocations and the interaction between dislocations. Therefore, the matching mechanism is:
   S - 4. Dislocation interaction

The correct answer is:

(D) P-2, Q-4, R-4, S-4";;C;0;
Mechanical;24;G-META-12-44;MCQS-NUM;42;Fracture stress for a brittle material having a crack length of 1 µm is 200 MPa. Fracture stress for the same material having a crack length of 4 µm is  (A) 200 MPa (B) 150 MPa (C) 100 MPa (D) 50 MPa;"Based on the context, it appears that the question is related to the concept of fracture mechanics and the effect of crack length on the fracture stress of a brittle material.

The Griffith theory states that the fracture stress of a material with a crack is given by:

σ = σ0 / √(1 + 2Eγa/πr^2)

where σ is the fracture stress, σ0 is the fracture stress of the material without a crack, E is the Young's modulus, γ is the surface energy, a is the crack length, and r is the radius of the material.

From the question, we know that the fracture stress for a brittle material with a crack length of 1 µm is 200 MPa. We can use this information to find the fracture stress for the same material with a crack length of 4 µm.

Let's plug in the values:

σ0 = 200 MPa (given)
a = 1 µm
a' = 4 µm (new crack length)

Using the Griffith theory, we can write:

σ' = σ0 / √(1 + 2Eγa'/πr^2)

Since the material is brittle, we can assume that the surface energy γ is constant. We can also assume that the Young's modulus E and the radius r are constant.

To simplify the equation, we can divide both sides by σ0:

σ'/σ0 = 1 / √(1 + 2Eγa'/πr^2)

Now, we can plug in the values:

σ'/σ0 = 1 / √(1 + 2Eγ(4/1)πr^2)

Since the crack length has increased by a factor of 4, the fracture stress will decrease by a factor of √(1 + 2Eγ(4/1)πr^2). This factor is less than 1, so the fracture stress will decrease.

The correct answer is:

(B) 150 MPa";;C;0;
Mechanical;25;G-META-12-45;MCQS-NUM;54;The flow stress (σ) of an alloy varies with strain rate (ε) as σ = 100* $(ε)^(0.1)$ MPa. When the alloy is hot extruded from 10 cm diameter to 5 cm diameter at a speed of 2 cm/s, the flow stress is  (A) 1000 MPa (B) 105 MPa (C) 150 MPa (D) 1050 MPa;"To solve this problem, we need to find the flow stress (σ) of the alloy when it is hot extruded from 10 cm diameter to 5 cm diameter at a speed of 2 cm/s.

The flow stress (σ) is given by the equation σ = 100* $(ε)^(0.1)$ MPa, where ε is the strain rate.

To find the strain rate (ε), we need to find the strain (ε) first. The strain (ε) is given by the equation ε = (ΔL/L0), where ΔL is the change in length and L0 is the initial length.

In this case, the initial diameter is 10 cm and the final diameter is 5 cm, so the change in length (ΔL) is given by:

ΔL = π(10^2 - 5^2) = 75π cm

The initial length (L0) is given by:

L0 = π(10^2) = 100π cm

So, the strain (ε) is given by:

ε = (ΔL/L0) = (75π/100π) = 0.75

Now, we can find the strain rate (ε) by taking the derivative of the strain (ε) with respect to time (t):

ε = dε/dt = d(0.75)/dt = 0

Since the strain rate (ε) is zero, the flow stress (σ) is given by:

σ = 100* $(0)^(0.1)$ MPa = 100 MPa

So, the correct answer is (B) 105 MPa.";;B;1;
